cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,    y-coordinate,pressure-coefficient
      8721, 3.876325190E-01, 3.938596964E+00,-5.663883686E-01, 3.950990200E+00,-1.047734451E-02
      8722, 3.842812777E-01, 3.398670435E+00,-8.926036954E-01, 3.405410290E+00, 2.120588673E-03
      8723, 2.547767162E-01, 3.822677851E+00,-7.204243541E-01, 3.826969147E+00,-5.272584502E-03
      8724, 4.313335419E-01, 3.746088982E+00,-6.833725572E-01, 3.756196976E+00,-9.004498832E-03
      8725, 7.246843725E-02, 3.545896530E+00,-9.038736224E-01, 3.570207596E+00, 4.234497901E-03
      8726,-2.264869660E-01, 3.838692427E+00,-7.190340161E-01, 3.849989653E+00,-6.767070387E-03
      8727,-7.091635466E-02, 3.778424501E+00,-7.868084311E-01, 3.794414282E+00,-1.146451221E-03
      8728, 5.118109584E-01, 3.516794920E+00,-7.668654323E-01, 3.519344330E+00,-3.171083983E-03
      8729,-4.859879017E-01, 3.406548500E+00,-8.384969234E-01, 3.411703348E+00,-3.364088188E-04
      8730, 5.542255640E-01, 3.379356384E+00,-8.080601692E-01, 3.381086349E+00,-1.462739310E-03
      8731, 2.057117671E-01, 3.872840166E+00,-7.030628324E-01, 3.895021677E+00,-8.325989358E-03
      8732,-1.372803003E-01, 3.769767523E+00,-7.825911641E-01, 3.782770872E+00,-1.946227858E-03
      8733,-1.451857388E-02, 3.502897024E+00,-9.262651801E-01, 3.509421825E+00, 7.338787429E-03
      8734,-7.978738286E-03, 3.875914812E+00,-7.298073769E-01, 3.887021542E+00,-5.303511862E-03
      8735, 3.939975202E-01, 3.849052429E+00,-6.345403194E-01, 3.861228704E+00,-1.047768630E-02
      8736, 5.181416869E-01, 3.358682632E+00,-8.413785100E-01, 3.367010355E+00, 3.112682898E-04
      8737, 4.757577181E-01, 3.649690628E+00,-7.159256935E-01, 3.663264513E+00,-8.328327909E-03
      8738, 4.365200996E-01, 3.363441467E+00,-8.840476871E-01, 3.370579481E+00, 2.474772045E-03
      8739, 5.595635772E-01, 3.429728270E+00,-7.792046666E-01, 3.434881210E+00,-3.074079752E-03
      8740,-3.291833401E-01, 3.412910461E+00,-9.070760608E-01, 3.431972980E+00, 2.450130880E-03
      8741,-9.151994586E-01, 5.351770520E-01, 1.544315457E+00, 5.329478383E-01, 8.161866665E-02
      8742,-5.963878334E-02, 3.847021103E+00,-7.466163635E-01, 3.865351200E+00,-4.355428275E-03
      8743,-1.815504581E-01, 3.414227247E+00,-9.469871521E-01, 3.427691460E+00, 6.748837885E-03
      8744, 4.792078733E-01, 3.693333387E+00,-6.859066486E-01, 3.695996523E+00,-7.940151729E-03
      8745,-1.180811748E-01, 3.878055334E+00,-7.188699841E-01, 3.889691353E+00,-5.570197944E-03
      8746,-1.671166271E-01, 3.835183382E+00,-7.374045253E-01, 3.847358227E+00,-6.170039997E-03
      8747,-1.587110199E-02, 3.417325020E+00,-9.623835683E-01, 3.445242882E+00, 7.726093754E-03
      8748,-3.939911425E-01, 3.394126177E+00,-8.901591897E-01, 3.405636311E+00, 3.151324810E-03
      8749, 2.774461210E-01, 3.399791479E+00,-9.305346608E-01, 3.405670404E+00, 4.846597090E-03
      8750, 9.677990079E-01, 5.378505588E-01, 1.512012124E+00, 5.362275839E-01, 6.838327646E-02
      8751, 4.460260570E-01, 3.793899536E+00,-6.411294341E-01, 3.805271626E+00,-9.223751724E-03
      8752, 1.426078528E-01, 3.407173157E+00,-9.568152428E-01, 3.420915842E+00, 7.408700418E-03
      8753, 4.097261429E-01, 3.886719942E+00,-5.951812863E-01, 3.889479160E+00,-1.003917400E-02
      8754, 5.861155391E-01, 3.350673914E+00,-7.996527553E-01, 3.359574318E+00,-1.634912682E-03
      8755, 5.096728802E-01, 3.579502106E+00,-7.348816991E-01, 3.587179422E+00,-5.664067809E-03
      8756, 3.390266895E-01, 3.365228891E+00,-9.247310758E-01, 3.363520622E+00, 4.702050705E-03
      8757,-1.035966948E-01, 3.374714613E+00,-9.738574028E-01, 3.379829407E+00, 8.256506175E-03
      8758,-2.658544779E-01, 3.369512796E+00,-9.453155398E-01, 3.376185656E+00, 6.349192932E-03
      8759, 5.389440060E-01, 3.535534620E+00,-7.385132313E-01, 3.533399582E+00,-3.979071509E-03
      8760, 6.615173072E-02, 3.372610807E+00,-9.784688950E-01, 3.369530201E+00, 9.014935233E-03
      8761,-4.771544039E-01, 3.368077993E+00,-8.612132072E-01, 3.382850409E+00, 2.186493512E-04
      8762, 1.296665788E+00, 1.435486674E+00,-1.238775849E+00, 1.438045979E+00, 2.045566216E-02
      8763, 2.166739106E-01, 3.364562273E+00,-9.603407383E-01, 3.379248619E+00, 6.794905756E-03
      8764, 5.193851590E-01, 3.607871294E+00,-7.113913894E-01, 3.608456135E+00,-6.201249547E-03
      8765,-5.141289830E-01, 3.347349167E+00,-8.488681316E-01, 3.344613075E+00, 9.795186343E-04
      8766,-4.227644205E-01, 3.350728750E+00,-8.954439759E-01, 3.355569124E+00, 3.341475734E-03
      8767, 1.344266295E+00, 1.577216029E+00,-1.213425994E+00, 1.579288960E+00, 1.094718371E-02
      8768, 1.280567765E+00, 1.352812290E+00,-1.252503514E+00, 1.353253007E+00, 3.199961409E-02
      8769, 1.246933579E+00, 1.169263363E+00,-1.281702638E+00, 1.176025033E+00, 2.551933005E-02
      8770, 1.246026039E+00, 1.140175819E+00,-1.277042031E+00, 1.137260556E+00, 1.022352055E-01
      8771, 1.232372165E+00, 9.948619008E-01,-1.294013023E+00, 9.973363876E-01, 2.788700908E-02
      8772, 5.209524557E-02, 2.105359316E+00,-1.413318992E+00, 2.108589649E+00, 1.024250966E-02
      8773, 1.110161424E+00, 5.674648285E-01,-1.410542130E+00, 5.678060055E-01, 4.351124167E-02
      8774,-1.172042917E-02, 2.264127016E+00,-1.366275191E+00, 2.275140047E+00, 8.589387871E-03
      8775,-3.136909381E-02, 2.169588089E+00,-1.394586444E+00, 2.165592432E+00, 1.009709202E-02
      8776, 1.381142259E+00, 1.638589978E+00,-1.199098945E+00, 1.643322349E+00, 1.940908958E-03
      8777,-1.292231958E-02, 2.304089308E+00,-1.353955865E+00, 2.305111408E+00, 9.747259319E-03
      8778, 3.194498271E-02, 2.252824068E+00,-1.369406104E+00, 2.252826214E+00, 1.040534023E-02
      8779,-5.929279327E-02, 2.131145716E+00,-1.405059814E+00, 2.136760473E+00, 9.631728753E-03
      8780, 5.481207743E-02, 2.139482260E+00,-1.403004646E+00, 2.149947643E+00, 9.927976876E-03
      8781, 3.774255514E-02, 2.075029135E+00,-1.422896862E+00, 2.085842133E+00, 1.006509550E-02
      8782, 2.269235440E-02, 2.170709848E+00,-1.394445896E+00, 2.173368216E+00, 9.873435833E-03
      8783,-4.600964487E-02, 2.084877253E+00,-1.419410706E+00, 2.086245298E+00, 1.028231625E-02
      8784,-5.257963017E-02, 2.244375229E+00,-1.371451974E+00, 2.241328239E+00, 1.001807023E-02
      8785,-6.306406856E-02, 2.208879471E+00,-1.381744027E+00, 2.214706421E+00, 9.147874080E-03
      8786, 4.684996605E-02, 2.213950872E+00,-1.380700111E+00, 2.223671198E+00, 9.492465295E-03
      8787,-3.189084528E-04, 2.061762094E+00,-1.427074313E+00, 2.068908930E+00, 1.075237151E-02
      8788, 9.916806221E-02, 2.094963789E+00,-1.413924813E+00, 2.092784166E+00, 1.127709728E-02
      8789, 2.568170987E-02, 2.336367369E+00,-1.343797684E+00, 2.340300083E+00, 9.141587652E-03
      8790, 7.041791081E-02, 2.290702105E+00,-1.356432915E+00, 2.295565605E+00, 9.386288002E-03
      8791,-9.059884399E-02, 2.054255724E+00,-1.426455617E+00, 2.049102068E+00, 1.188318618E-02
      8792,-1.310052932E-03, 2.010618210E+00,-1.442009807E+00, 2.014961958E+00, 1.095080376E-02
      8793, 1.035456285E-01, 2.149824142E+00,-1.397239566E+00, 2.162756920E+00, 9.754558094E-03
      8794, 1.242483616E+00, 1.070353150E+00,-1.280131936E+00, 1.069629669E+00, 2.576473728E-02
      8795,-4.953578487E-02, 1.989673018E+00,-1.447049737E+00, 1.991875172E+00, 1.194362063E-02
      8796, 6.535653025E-02, 2.334282875E+00,-1.343143821E+00, 2.338737011E+00, 9.623033926E-03
      8797,-9.313382953E-02, 2.010195494E+00,-1.439159036E+00, 2.016056776E+00, 1.087570470E-02
      8798, 1.265492439E-01, 2.119258165E+00,-1.404570699E+00, 2.121287823E+00, 1.104267407E-02
      8799,-5.791695789E-02, 2.315886736E+00,-1.349080920E+00, 2.324912071E+00, 8.338861167E-03
      8800,-9.223150462E-02, 2.262959242E+00,-1.363695145E+00, 2.271824837E+00, 8.762905374E-03
      8801, 1.560302377E+00, 1.744592190E+00,-9.576132894E-01, 1.754509330E+00, 9.702323005E-03
      8802,-1.105576679E-01, 2.141487360E+00,-1.399294496E+00, 2.145006895E+00, 9.721634910E-03
      8803,-1.076117456E-01, 2.207176924E+00,-1.379724026E+00, 2.218350410E+00, 9.064340033E-03
      8804, 4.850024357E-02, 1.988298416E+00,-1.447499156E+00, 1.986690164E+00, 1.207438018E-02
      8805,-5.430047214E-02, 1.951571584E+00,-1.457848072E+00, 1.963299155E+00, 1.054740511E-02
      8806, 2.048263326E-02, 1.928585887E+00,-1.465615273E+00, 1.925326109E+00, 1.276506111E-02
      8807, 9.921398759E-02, 2.212248564E+00,-1.378679872E+00, 2.209575176E+00, 1.031178515E-02
      8808,-9.636694193E-02, 2.294508696E+00,-1.353643298E+00, 2.295487165E+00, 9.581544437E-03
      8809, 5.484949425E-02, 1.951571584E+00,-1.457848072E+00, 1.959145188E+00, 1.072910894E-02
      8810, 1.035480723E-01, 2.283205748E+00,-1.356774330E+00, 2.289943457E+00, 9.118314832E-03
      8811, 7.980041951E-02, 2.044407606E+00,-1.429941773E+00, 2.039336920E+00, 1.213652641E-02
      8812,-1.993360184E-02, 1.928585887E+00,-1.465615153E+00, 1.926185369E+00, 1.256974135E-02
      8813, 1.527378559E+00, 1.735625267E+00,-1.021761894E+00, 1.739695549E+00, 8.424967527E-03
      8814, 1.525182556E-02, 2.371464968E+00,-1.332939148E+00, 2.366623402E+00, 9.965214878E-03
      8815,-1.271816492E-01, 2.178227425E+00,-1.386801124E+00, 2.180420160E+00, 9.998173453E-03
      8816,-1.234938875E-01, 2.071079969E+00,-1.419295311E+00, 2.077163935E+00, 1.042321138E-02
      8817, 1.142800376E-01, 2.062606573E+00,-1.422331810E+00, 2.068516254E+00, 1.075338852E-02
      8818, 1.237899289E-01, 2.179348946E+00,-1.386660576E+00, 2.184900522E+00, 1.013191324E-02
      8819,-1.224452183E-01, 2.239675522E+00,-1.368630767E+00, 2.242724419E+00, 9.319368750E-03
      8820,-6.003670022E-02, 2.348164797E+00,-1.338922620E+00, 2.349120378E+00, 9.436743334E-03
      8821, 4.976667836E-02, 4.022740841E+00, 6.180401444E-01, 4.038075924E+00,-1.118037850E-02
      8822, 1.174391732E-01, 2.243625402E+00,-1.367727280E+00, 2.250686646E+00, 9.173925035E-03
      8823,-2.547194622E-02, 2.371464968E+00,-1.332939148E+00, 2.375740528E+00, 9.026119485E-03
      8824,-1.301695555E-01, 2.112043142E+00,-1.406485200E+00, 2.122923851E+00, 9.765908122E-03
      8825, 9.154925495E-02, 2.008820534E+00,-1.439608574E+00, 2.012646675E+00, 1.122105587E-02
      8826, 1.258251667E+00, 1.223258018E+00,-1.273268580E+00, 1.216521025E+00, 1.887121610E-02
      8827,-1.061469555E+00, 5.444350839E-01,-1.449928284E+00, 5.449804664E-01, 7.611085474E-02
      8828, 2.516949475E-01, 4.022644043E+00, 5.666975379E-01, 4.035565376E+00,-1.244685613E-02
      8829,-5.293971300E-02, 4.014720440E+00, 6.252623200E-01, 4.031424522E+00,-1.023407374E-02
      8830,-2.535922229E-01, 4.019423008E+00, 5.691623688E-01, 4.034410954E+00,-1.309963595E-02
      8831,-1.539317220E-01, 4.020442963E+00, 6.028602719E-01, 4.048433781E+00,-1.222364604E-02
      8832, 3.466165066E-01, 4.009423733E+00, 5.287184119E-01, 4.017292976E+00,-1.099649537E-02
      8833, 1.325628638E+00, 1.509935021E+00,-1.226867318E+00, 1.507912278E+00, 3.937528282E-02
      8834, 9.587812424E-01, 3.431933641E+00, 2.086824179E-02, 3.438123703E+00,-4.399153404E-03
      8835, 9.692146182E-01, 3.404790878E+00, 4.220074415E-02, 3.417766571E+00,-3.899753792E-03
      8836, 9.831927419E-01, 3.371235609E+00, 2.133250423E-02, 3.377291203E+00,-2.640656428E-03
      8837, 1.519243568E-01, 4.017477512E+00, 6.062322259E-01, 4.029936790E+00,-1.246132329E-02
      8838, 9.914240837E-01, 3.348388672E+00, 4.313354567E-02, 3.360155821E+00,-2.400669269E-03
      8839, 1.584211946E+00, 1.740463257E+00,-9.196149707E-01, 1.742758989E+00, 1.167331729E-02
      8840, 1.766024232E+00, 6.724658012E-01, 1.359429806E-01, 6.747866869E-01, 2.657572180E-02
      8841, 1.760486126E+00, 7.086121440E-01, 1.086557508E-01, 7.126569152E-01, 2.576666698E-02
      8842, 1.749287724E+00, 7.565960884E-01, 1.280511618E-01, 7.647241354E-01, 2.206144668E-02
      8843, 1.595085502E+00, 1.429293275E+00, 1.195540354E-01, 1.422873497E+00, 1.326665655E-02
      8844, 1.633593559E+00, 1.276109338E+00, 1.082913205E-01, 1.281786919E+00, 1.277392730E-02
      8845, 1.418922782E+00, 1.673122048E+00,-1.183932304E+00, 1.671166778E+00, 2.281356789E-02
      8846, 1.492760301E+00, 1.730730534E+00,-1.085414052E+00, 1.735955119E+00, 6.372622214E-03
      8847, 1.641704202E+00, 1.234948397E+00, 1.328653395E-01, 1.238772035E+00, 1.351914462E-02
      8848, 1.627143502E+00, 1.744091511E+00,-8.421735764E-01, 1.748625636E+00, 9.908847511E-03
      8849, 1.692468047E+00, 1.019686818E+00, 1.252834350E-01, 1.017651320E+00, 1.559860725E-02
      8850, 1.654072404E+00, 1.188901782E+00, 1.146810651E-01, 1.186645031E+00, 1.402399689E-02
      8851, 1.699214935E+00, 9.826806188E-01, 1.444549561E-01, 9.898967147E-01, 1.562111825E-02
      8852, 1.603888869E+00, 1.387604713E+00, 1.403562874E-01, 1.389454961E+00, 1.472358592E-02
      8853, 1.709679246E+00, 9.433844686E-01, 1.218714714E-01, 9.424401522E-01, 1.668541133E-02
      8854, 1.572329521E+00, 1.520051360E+00, 1.132732406E-01, 1.534636736E+00, 1.192548219E-02
      8855, 1.613813400E+00, 1.354984760E+00, 1.160664335E-01, 1.349134564E+00, 1.379118487E-02
      8856, 1.622388959E+00, 1.314606309E+00, 1.329979002E-01, 1.318850756E+00, 1.336058881E-02
      8857, 1.647349715E+00, 1.747896194E+00,-8.038951755E-01, 1.747571349E+00, 1.013357472E-02
      8858, 1.725797653E+00, 8.646454811E-01, 1.368204504E-01, 8.656492233E-01, 1.748800650E-02
      8859, 1.683146954E+00, 1.053204417E+00, 1.472834498E-01, 1.056040645E+00, 1.611122116E-02
      8860, 1.775126576E+00, 6.368508935E-01, 1.096415147E-01, 6.396155953E-01, 3.488541767E-02
      8861, 1.675421238E+00, 1.094434977E+00, 1.255795360E-01, 1.101590395E+00, 1.466272119E-02
      8862, 1.560962081E+00, 1.558164597E+00, 1.321671903E-01, 1.563221693E+00, 1.214804314E-02
      8863, 1.715084910E+00, 9.101695418E-01, 1.461006850E-01, 9.147061706E-01, 1.729671657E-02
      8864, 1.551388741E+00, 1.598861575E+00, 1.191572174E-01, 1.603295445E+00, 1.316266134E-02
      8865, 1.211570740E+00, 9.066317081E-01,-1.310801864E+00, 9.077680707E-01, 2.427023090E-02
      8866, 1.686666608E+00, 1.732357860E+00,-7.482120395E-01, 1.733599067E+00, 5.835318007E-03
      8867, 1.586790442E+00, 1.456012249E+00, 1.379969567E-01, 1.466497779E+00, 1.335474197E-02
      8868, 1.659449935E+00, 1.157120228E+00, 1.425579190E-01, 1.162943006E+00, 1.550416742E-02
      8869, 1.462857604E+00, 1.926789880E+00, 9.975546598E-02, 1.930828929E+00, 1.692434959E-02
      8870, 1.577588439E+00, 1.492356896E+00, 1.370905489E-01, 1.493756294E+00, 1.394093316E-02
      8871, 1.744985938E+00, 7.895560265E-01, 7.298768312E-02, 7.975558043E-01, 1.854683273E-02
      8872, 1.667991161E+00, 1.119649529E+00, 1.448915452E-01, 1.120501399E+00, 1.568001322E-02
      8873, 1.598986983E+00, 1.423982978E+00, 6.720191240E-02, 1.436320543E+00, 1.131886058E-02
      8874, 1.611667275E+00, 1.374131322E+00, 6.311862916E-02, 1.381502032E+00, 1.155837998E-02
      8875, 1.471744657E+00, 1.890068173E+00, 1.200243011E-01, 1.903287649E+00, 1.659693010E-02
      8876, 1.635986328E+00, 1.276474595E+00, 5.630348995E-02, 1.282060862E+00, 1.242644899E-02
      8877, 1.368654609E+00, 2.246593237E+00, 9.425095469E-02, 2.251052380E+00, 2.239991166E-02
      8878, 1.382486939E+00, 2.199618816E+00, 1.014805809E-01, 2.199262619E+00, 2.116178721E-02
      8879, 1.733664513E+00, 8.412308693E-01, 7.962133735E-02, 8.363119364E-01, 1.896020956E-02
      8880, 1.483445048E+00, 1.852427840E+00, 1.061054096E-01, 1.851457834E+00, 1.566821523E-02
      8881, 1.778200269E+00, 6.336079240E-01, 5.606396869E-02, 6.416720152E-01, 3.252542019E-02
      8882, 1.765106797E+00, 6.986818910E-01, 5.359226465E-02, 6.904774904E-01, 2.645660006E-02
      8883, 1.690774918E+00, 1.039199829E+00, 6.977596879E-02, 1.034361482E+00, 1.536361873E-02
      8884, 1.658479095E+00, 1.180878162E+00, 6.204478070E-02, 1.180627346E+00, 1.409864333E-02
      8885, 1.712792277E+00, 9.417389035E-01, 6.589388847E-02, 9.412059784E-01, 1.745025441E-02
      8886, 1.679185510E+00, 1.089787126E+00, 7.060961425E-02, 1.093536615E+00, 1.457466744E-02
      8887, 1.576851845E+00, 1.512296081E+00, 6.182752550E-02, 1.529869437E+00, 1.108790096E-02
      8888, 1.452322006E+00, 1.957887650E+00, 1.216108575E-01, 1.954152226E+00, 1.862748340E-02
      8889, 1.169489026E+00, 7.045783401E-01,-1.355145574E+00, 7.071226239E-01, 2.678465843E-02
      8890, 1.335840344E+00, 2.351852179E+00, 9.716204554E-02, 2.351769447E+00, 2.143166400E-02
      8891, 1.186425805E+00, 7.706165314E-01,-1.338904500E+00, 7.729725838E-01, 2.295323648E-02
      8892, 1.322793961E+00, 2.390095711E+00, 1.097485423E-01, 2.393879414E+00, 1.933794096E-02
      8893, 1.312134385E+00, 2.427193403E+00, 9.530186653E-02, 2.431167603E+00, 1.936451159E-02
      8894, 1.552041173E+00, 1.605946064E+00, 6.811770797E-02, 1.608608961E+00, 1.225637738E-02
      8895, 6.063207984E-01, 3.964660406E+00,-2.817570865E-01, 3.970831871E+00,-4.954881500E-03
      8896, 1.622635841E+00, 1.334118247E+00, 2.806226350E-02, 1.338001132E+00, 1.150965411E-02
      8897, 1.405926824E+00, 2.120611429E+00, 1.064466015E-01, 2.126297712E+00, 2.090204321E-02
      8898, 1.007662416E+00, 3.305962324E+00, 4.432253540E-02, 3.312133789E+00,-1.401180634E-03
      8899, 1.441320062E+00, 1.998493314E+00, 1.132011637E-01, 2.004850388E+00, 1.892168447E-02
      8900, 5.473260880E-01, 3.964402437E+00,-3.843310773E-01, 3.974985361E+00,-3.635160392E-03
      8901, 1.648503661E+00, 1.227290154E+00, 2.824122459E-02, 1.231837153E+00, 1.249959227E-02
      8902, 1.463695884E+00, 1.931654096E+00, 5.317397788E-02, 1.933293104E+00, 1.599693298E-02
      8903, 1.590942979E+00, 1.460328698E+00, 3.214554861E-02, 1.463579893E+00, 1.119174063E-02
      8904, 1.700634599E+00, 1.000548005E+00, 3.296991065E-02, 1.005372763E+00, 1.561343484E-02
      8905, 1.726064563E+00, 8.851093650E-01, 3.292397782E-02, 8.884634376E-01, 1.850658096E-02
      8906, 1.417368531E+00, 2.081716537E+00, 1.078361273E-01, 2.083140373E+00, 2.059064433E-02
      8907, 1.773718834E+00, 6.592926383E-01, 2.730195038E-02, 6.609355211E-01, 2.822535299E-02
      8908, 1.785804272E+00, 5.969483256E-01, 4.882302508E-02, 5.970776677E-01, 3.704531863E-02
      8909, 1.671567559E+00, 1.127933145E+00, 3.380355611E-02, 1.140918493E+00, 1.334473956E-02
      8910, 1.724647522E+00, 1.334996819E+00,-4.767241478E-01, 1.341683149E+00, 2.256324887E-02
      8911, 1.755559325E+00, 7.477477193E-01, 2.629031800E-02, 7.444401979E-01, 2.102615498E-02
      8912, 1.488104224E+00, 1.843982339E+00, 5.841067433E-02, 1.847133756E+00, 1.310878806E-02
      8913, 1.369270921E+00, 2.251142740E+00, 5.138118938E-02, 2.254464626E+00, 2.406441979E-02
      8914, 1.438405156E+00, 2.016651154E+00, 6.559768319E-02, 2.025221348E+00, 1.966862753E-02
      8915, 1.789917350E+00, 5.796490312E-01, 2.006099932E-02, 5.841032267E-01, 4.280688241E-02
      8916, 1.566136837E+00, 1.557493806E+00, 2.968197502E-02, 1.563767910E+00, 1.093043573E-02
      8917, 1.340834618E+00, 2.342484951E+00, 5.437736586E-02, 2.346211433E+00, 2.300745063E-02
      8918, 1.450245500E+00, 1.980909824E+00, 2.742590010E-02, 1.986398339E+00, 1.859999634E-02
      8919, 1.537475944E+00, 1.663934112E+00, 3.843573481E-02, 1.667398572E+00, 1.096678339E-02
      8920, 1.426060319E+00, 2.059414148E+00, 6.299656630E-02, 2.057293653E+00, 2.123041637E-02
      8921, 1.477242112E+00, 1.886487007E+00, 2.574807964E-02, 1.899417758E+00, 1.458601467E-02
      8922, 1.311780095E+00, 2.434664011E+00, 5.316274241E-02, 2.436770678E+00, 2.009310946E-02
      8923, 1.781653762E+00, 6.012375355E-01, 1.203339994E-01, 6.004926562E-01, 3.768051043E-02
      8924, 1.503074050E+00, 1.792303205E+00, 3.266259655E-02, 1.808374286E+00, 1.203141268E-02
      8925, 1.726263404E+00, 1.288505673E+00,-4.649203122E-01, 1.287380815E+00, 1.932762004E-02
      8926, 1.357215405E+00, 2.291968584E+00, 2.955263667E-02, 2.295461178E+00, 2.486158721E-02
      8927, 1.327433705E+00, 2.388199329E+00, 2.482473291E-02, 2.389596224E+00, 2.197217755E-02
      8928, 1.729187965E+00, 1.224625707E+00,-4.496409893E-01, 1.224362016E+00, 1.523683686E-02
      8929, 1.393206477E+00, 2.170703173E+00, 5.861081555E-02, 2.174691439E+00, 2.379630506E-02
      8930, 1.199257255E+00, 8.377967477E-01,-1.324605227E+00, 8.360073566E-01, 2.262508310E-02
      8931, 1.296592355E+00, 2.484183311E+00, 2.833801322E-02, 2.493074417E+00, 1.857684366E-02
      8932, 1.020788193E+00, 3.273157120E+00, 2.252149396E-02, 3.270343781E+00, 4.452341236E-04
      8933, 1.404725432E+00, 2.131834269E+00, 6.160703674E-02, 2.145539761E+00, 2.236629091E-02
      8934, 1.523331165E+00, 1.709280849E+00, 8.348099142E-02, 1.720118403E+00, 1.136192121E-02
      8935, 1.781798959E+00, 5.890580416E-01, 1.509779692E-01, 5.901331306E-01, 3.520502895E-02
      8936, 1.788617253E+00, 5.766429901E-01, 8.681746572E-02, 5.820467472E-01, 5.213132501E-02
      8937, 1.509477019E+00, 1.761729360E+00, 7.770785689E-02, 1.759454966E+00, 1.280554663E-02
      8938, 1.386808991E+00, 2.196641922E+00, 2.182855643E-02, 2.194145441E+00, 2.648272738E-02
      8939, 1.279953122E+00, 2.531900167E+00, 5.989627913E-02, 2.528862000E+00, 1.745733991E-02
      8940, 1.231602550E+00, 2.681828260E+00, 2.694725059E-02, 2.687747478E+00, 1.270517986E-02
      8941, 1.418324351E+00, 2.090782881E+00, 2.482477762E-02, 2.092766762E+00, 2.405866049E-02
      8942,-7.801731229E-01, 2.437338829E+00,-1.055032134E+00, 2.442009211E+00, 9.795553982E-03
      8943, 1.795672297E+00, 5.488154292E-01, 3.969245031E-02, 5.502691865E-01, 7.645037770E-02
      8944, 1.194517732E+00, 2.790652514E+00, 2.816416323E-02, 2.789053202E+00, 1.029473916E-02
      8945,-7.047398686E-01, 2.811525345E+00,-9.562935233E-01, 2.809501648E+00, 5.155555904E-03
      8946, 1.055229187E+00, 3.181164503E+00, 2.306198888E-02, 3.179656982E+00, 1.862670528E-03
      8947, 1.263408303E+00, 2.585290670E+00, 3.155827150E-02, 2.590816736E+00, 1.546812896E-02
      8948,-7.170906663E-01, 2.749828577E+00,-9.734446406E-01, 2.753842592E+00, 5.328543484E-03
      8949, 1.247791409E+00, 2.629869699E+00, 5.850552022E-02, 2.624250650E+00, 1.523667015E-02
      8950, 1.179006815E+00, 2.833287001E+00, 5.367015675E-02, 2.840471745E+00, 8.701503277E-03
      8951, 1.069850445E+00, 3.139596224E+00, 4.668166861E-02, 3.148480892E+00, 1.959214220E-03
      8952, 1.217630744E+00, 2.718393326E+00, 6.354147196E-02, 2.734858751E+00, 1.023065671E-02
      8953,-1.046791434E+00, 7.518201470E-01,-1.408576608E+00, 7.544621229E-01, 2.205307223E-02
      8954, 1.125494003E+00, 2.988162279E+00, 2.450224757E-02, 2.993716240E+00, 5.246497225E-03
      8955, 1.164162993E+00, 2.878695250E+00, 2.550599165E-02, 2.883599758E+00, 8.185877465E-03
      8956, 1.088254094E+00, 3.091360092E+00, 2.361967973E-02, 3.094704390E+00, 3.120969282E-03
      8957, 1.203061223E+00, 2.760947227E+00, 6.475839019E-02, 2.766774178E+00, 1.124381833E-02
      8958, 1.038991094E+00, 3.222797394E+00, 4.558348283E-02, 3.232573986E+00, 4.913042649E-04
      8959, 1.794229627E+00, 5.500103831E-01, 7.768689096E-02, 5.511654019E-01, 7.240696996E-02
      8960,-1.040389895E+00, 8.183720708E-01,-1.395995617E+00, 8.222434521E-01, 1.975910924E-02
      8961, 1.136863708E+00, 2.953280210E+00, 5.326573923E-02, 2.967554569E+00, 5.990691949E-03
      8962, 1.159119010E+00, 6.436097026E-01,-1.369786739E+00, 6.438570619E-01, 4.247955605E-02
      8963, 1.152177930E+00, 2.909843206E+00, 5.426948890E-02, 2.915506840E+00, 6.335832179E-03
      8964, 1.110949874E+00, 3.025949240E+00, 5.198853835E-02, 3.022056341E+00, 4.971849732E-03
      8965, 1.097484469E+00, 3.063236237E+00, 5.110596493E-02, 3.073611736E+00, 3.477272578E-03
      8966,-9.989544749E-01, 1.134459257E+00,-1.339282036E+00, 1.128798366E+00, 1.703424938E-02
      8967, 1.788059592E+00, 5.549814105E-01, 1.562107056E-01, 5.645756721E-01, 4.654668272E-02
      8968, 1.315636635E+00, 2.518790007E+00,-7.278057933E-01, 2.524352551E+00,-2.566818846E-03
      8969, 1.147662520E+00, 6.129122376E-01,-1.379861236E+00, 6.162958145E-01, 3.360838443E-02
      8970, 1.289488435E+00, 2.504641294E+00,-7.858856320E-01, 2.519427538E+00,-3.166956361E-03
      8971, 1.525922418E+00, 1.903682590E+00,-8.871456981E-01, 1.913858652E+00,-4.015618470E-03
      8972, 1.299405456E+00, 2.577318192E+00,-7.030261159E-01, 2.580238342E+00,-1.053020824E-03
      8973, 1.254293442E+00, 2.539584398E+00,-8.142012954E-01, 2.545634747E+00,-2.329929266E-03
      8974, 1.738045335E+00, 9.831011891E-01,-4.182909429E-01, 9.837687016E-01, 2.837445959E-02
      8975, 1.191969872E+00, 2.723258972E+00,-7.539529204E-01, 2.731211901E+00,-3.596662718E-04
      8976, 5.202342868E-01, 4.006587029E+00, 3.637707531E-01, 4.019500256E+00,-5.212601740E-03
      8977, 7.249620557E-01, 3.730333328E+00,-4.287960231E-01, 3.732065678E+00, 7.155456115E-04
      8978, 1.151216865E+00, 2.928774118E+00,-6.262164116E-01, 2.932462931E+00, 2.379315672E-03
