nodenumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
       272 -6.233760715E-01  1.061518312E+00 -1.568587661E+00  1.061518312E+00  2.187252231E-02 
       273  5.355378985E-01  1.200494051E+00 -1.566645384E+00  1.200494051E+00  2.235054038E-02 
       274 -4.552372694E-01  1.303266764E+00 -1.566168785E+00  1.303266764E+00  3.087065369E-02 
       275 -2.647961080E-01  1.474793911E+00 -1.566075444E+00  1.474793911E+00  3.286283463E-02 
       276 -9.555752575E-02  1.550800323E+00 -1.565862536E+00  1.550800323E+00  3.016340174E-02 
       277  9.430285543E-02  1.552848220E+00 -1.565406203E+00  1.552848220E+00  2.611061372E-02 
       278 -8.775455952E-01  4.778896570E-01 -1.564980268E+00  4.778896570E-01  1.633529961E-01 
       279  3.580183387E-01  1.415231228E+00 -1.562860489E+00  1.415231228E+00  2.043114230E-02 
       280 -3.350942731E-01  1.437303424E+00 -1.562263608E+00  1.437303424E+00  3.320894018E-02 
       281  3.427057862E-01  2.937166691E-01 -1.561964631E+00  2.937166691E-01  1.239669919E+00 
       282 -3.424196839E-01  2.932094336E-01 -1.560660720E+00  2.932094336E-01  1.139372826E+00 
       283 -7.135472894E-01  9.427434206E-01 -1.558977246E+00  9.427434206E-01  2.056432515E-02 
       284 -5.909407139E-01  1.151499391E+00 -1.558921576E+00  1.151499391E+00  2.336598374E-02 
       285  7.609244585E-01  8.498867154E-01 -1.558883667E+00  8.498867154E-01  2.978132851E-02 
       286 -5.367017984E-01  1.243286014E+00 -1.555476189E+00  1.243286014E+00  2.681114711E-02 
       287  1.750465780E-01  1.568657517E+00 -1.554306626E+00  1.568657517E+00  2.497162297E-02 
       288 -8.972693086E-01  5.580000281E-01 -1.554116011E+00  5.580000281E-01  7.119002938E-02 
       289  8.972693086E-01  5.580000281E-01 -1.554116011E+00  5.580000281E-01  7.529412955E-02 
       290  4.525659978E-01  1.355754137E+00 -1.553554177E+00  1.355754137E+00  2.103138156E-02 
       291 -6.864895821E-01  1.017694950E+00 -1.552860975E+00  1.017694950E+00  2.071212046E-02 
       292 -2.477251738E-01  1.537206650E+00 -1.552657962E+00  1.537206650E+00  3.189700097E-02 
       293 -5.726743937E-01  3.152177036E-01 -1.552301884E+00  3.152177036E-01  1.062249064E+00 
       294  5.726743937E-01  3.152177036E-01 -1.552301884E+00  3.152177036E-01  1.044367671E+00 
       295 -1.760914028E-01  1.576629400E+00 -1.552095771E+00  1.576629400E+00  3.097030893E-02 
       296  2.922193892E-02  2.757224739E-01 -1.550685525E+00  2.757224739E-01  1.217443347E+00 
       297  2.571933568E-01  1.542285800E+00 -1.549785733E+00  1.542285800E+00  2.324040793E-02 
       298  4.040721953E-01  2.941808999E-01 -1.548486829E+00  2.941808999E-01  1.238132119E+00 
       299 -4.263902307E-01  1.405029178E+00 -1.548255086E+00  1.405029178E+00  3.125841916E-02 
       300 -7.929764390E-01  8.300600052E-01 -1.547586918E+00  8.300600052E-01  2.130311728E-02 
       301 -4.037793577E-01  2.937397957E-01 -1.547364712E+00  2.937397957E-01  1.143756151E+00 
       302  8.749816418E-01  4.287688434E-01 -1.546608925E+00  4.287688434E-01  2.732000053E-01 
       303  8.861234188E-01  6.230277419E-01 -1.545677900E+00  6.230277419E-01  4.459891841E-02 
       304  8.488966227E-01  7.141453624E-01 -1.545378208E+00  7.141453624E-01  3.223874792E-02 
       305 -8.094909787E-01  3.787750304E-01 -1.544833779E+00  3.787750304E-01  5.387158990E-01 
       306  7.188076973E-01  9.915612340E-01 -1.544629574E+00  9.915612340E-01  3.005784191E-02 
       307  9.176057577E-01  4.894252419E-01 -1.544539332E+00  4.894252419E-01  1.466080695E-01 
       308 -5.162537065E-15  1.643440366E+00 -1.544460773E+00  1.643440366E+00  2.700430341E-02 
       309 -7.446721196E-01  3.494746983E-01 -1.543382883E+00  3.494746983E-01  7.802063227E-01 
       310  7.357834578E-01  3.463662565E-01 -1.543236494E+00  3.463662565E-01  7.173614502E-01 
       311  8.214401007E-01  7.874116302E-01 -1.542902470E+00  7.874116302E-01  3.043055162E-02 
       312  5.266969800E-01  1.308590531E+00 -1.542235255E+00  1.308590531E+00  2.311255969E-02 
       313 -9.253988266E-01  5.014693141E-01 -1.541961908E+00  5.014693141E-01  1.139796004E-01 
       314 -8.641313314E-01  4.102567434E-01 -1.541189313E+00  4.102567434E-01  3.531942964E-01 
       315  1.007971391E-01  1.643440366E+00 -1.541168094E+00  1.643440366E+00  2.556720935E-02 
       316 -3.367584348E-01  1.517714143E+00 -1.540954590E+00  1.517714143E+00  3.150300682E-02 
       317 -8.579993248E-01  7.120431662E-01 -1.540837765E+00  7.120431662E-01  2.583893016E-02 
       318 -8.927608132E-01  6.323258877E-01 -1.539701581E+00  6.323258877E-01  3.807023168E-02 
       319 -1.259460300E-01  1.643440366E+00 -1.539316893E+00  1.643440366E+00  2.881504223E-02 
       320  8.329485655E-01  3.853839338E-01 -1.538565040E+00  3.853839338E-01  4.494876266E-01 
       321 -2.353489250E-01  1.599309087E+00 -1.538213849E+00  1.599309087E+00  3.099925444E-02 
       322  6.308539510E-01  1.176532030E+00 -1.536863327E+00  1.176532030E+00  2.682688273E-02 
       323  3.566159904E-01  1.517250419E+00 -1.536602974E+00  1.517250419E+00  2.244160138E-02 
       324  1.761363894E-01  1.643440366E+00 -1.534384251E+00  1.643440366E+00  2.496054955E-02 
       325  6.921420693E-01  1.081875563E+00 -1.534383059E+00  1.081875563E+00  2.914690971E-02 
       326  9.307231903E-01  5.581058860E-01 -1.534291029E+00  5.581058860E-01  6.560041010E-02 
       327 -7.808300257E-01  9.149023890E-01 -1.533242941E+00  9.149023890E-01  2.032584511E-02 
       328 -1.886567324E-01  1.643440366E+00 -1.532895207E+00  1.643440366E+00  2.949290723E-02 
       329 -6.923436522E-01  1.092799067E+00 -1.531542897E+00  1.092799067E+00  2.050961554E-02 
       330 -8.417146802E-01  7.894370556E-01 -1.531449914E+00  7.894370556E-01  2.246032469E-02 
       331  4.645583928E-01  2.941867411E-01 -1.531443834E+00  2.941867411E-01  1.217804074E+00 
       332 -4.643607736E-01  2.939277291E-01 -1.530792236E+00  2.939277291E-01  1.169013500E+00 
       333 -5.051577687E-01  1.383032560E+00 -1.530147672E+00  1.383032560E+00  2.864454314E-02 
       334 -6.331759691E-01  3.152177036E-01 -1.528622031E+00  3.152177036E-01  1.081218719E+00 
       335  6.331759691E-01  3.152177036E-01 -1.528622031E+00  3.152177036E-01  1.013289094E+00 
       336 -5.533500910E-01  1.325388670E+00 -1.528512716E+00  1.325388670E+00  2.671321668E-02 
       337  9.515183568E-01  5.299999714E-01 -1.527943969E+00  5.299999714E-01  9.774749726E-02 
       338  7.805391550E-01  9.378767014E-01 -1.527740479E+00  9.378767014E-01  3.033987619E-02 
       339  3.150920868E-01  1.587269306E+00 -1.527102828E+00  1.587269306E+00  2.360453457E-02 
       340 -4.194208682E-01  1.493661642E+00 -1.526935220E+00  1.493661642E+00  3.038108721E-02 
       341 -9.240507483E-01  4.464943707E-01 -1.526799560E+00  4.464943707E-01  2.338745296E-01 
       342  4.555335343E-01  1.456574082E+00 -1.526404858E+00  1.456574082E+00  2.216785774E-02 
       343 -3.126211464E-01  1.594791889E+00 -1.525598288E+00  1.594791889E+00  3.077883087E-02 
       344 -6.126919985E-01  1.252540946E+00 -1.524751782E+00  1.252540946E+00  2.379952371E-02 
       345 -2.510531247E-01  1.643440366E+00 -1.523919702E+00  1.643440366E+00  2.992669307E-02 
       346  2.510531247E-01  1.643440366E+00 -1.523919702E+00  1.643440366E+00  2.456764318E-02 
       347  6.066283584E-01  1.265270233E+00 -1.523880959E+00  1.265270233E+00  2.605230734E-02 
       348 -9.485859275E-01  5.584388971E-01 -1.523235083E+00  5.584388971E-01  5.715016648E-02 
       349  1.078326255E-01  2.667450011E-01 -1.522473097E+00  2.667450011E-01  1.272382617E+00 
       350 -4.694187269E-02  2.653998435E-01 -1.521827221E+00  2.653998435E-01  1.227786660E+00 
       351  1.681349725E-01  1.698113084E+00 -1.520578384E+00  1.698113084E+00  2.503774315E-02 
       352 -1.843268424E-01  2.684504688E-01 -1.519872427E+00  2.684504688E-01  1.202001929E+00 
       353  7.890712023E-01  3.482710123E-01 -1.519451380E+00  3.482710123E-01  7.103903890E-01 
       354  4.143663496E-02  1.736301303E+00 -1.518954992E+00  1.736301303E+00  2.559969015E-02 
       355 -4.162880033E-02  1.736301303E+00 -1.518949747E+00  1.736301303E+00  2.643913962E-02 
       356  8.297062516E-01  8.693215251E-01 -1.518631458E+00  8.693215251E-01  2.966332249E-02 
       357 -8.365762234E-01  8.610735536E-01 -1.516885281E+00  8.610735536E-01  2.147141099E-02 
       358  5.329322219E-01  1.397921801E+00 -1.516768932E+00  1.397921801E+00  2.386896685E-02 
       359  8.785152435E-01  7.664659619E-01 -1.516210198E+00  7.664659619E-01  3.014262207E-02 
       360 -2.160378098E-01  1.695611596E+00 -1.515194774E+00  1.695611596E+00  2.840493433E-02 
       361 -1.472242177E-01  1.730767369E+00 -1.513880491E+00  1.730767369E+00  2.746082097E-02 
       362  9.278881550E-01  4.256291389E-01 -1.513638973E+00  4.256291389E-01  2.938319147E-01 
       363 -7.725796103E-01  1.012569427E+00 -1.513168573E+00  1.012569427E+00  2.032658644E-02 
       364  1.808584929E-01  2.658986449E-01 -1.513167500E+00  2.658986449E-01  1.305848002E+00 
       365 -3.070124984E-01  2.730999887E-01 -1.512963772E+00  2.730999887E-01  1.204419851E+00 
       366 -6.829414368E-01  1.186008573E+00 -1.511988640E+00  1.186008573E+00  2.163921483E-02 
       367 -9.718999863E-01  4.946149290E-01 -1.511972189E+00  4.946149290E-01  1.245187446E-01 
       368 -1.246863902E-01  2.633761764E-01 -1.511777759E+00  2.633761764E-01  1.220039487E+00 
       369  1.267680526E-01  1.747648358E+00 -1.511125445E+00  1.747648358E+00  2.540532500E-02 
       370 -5.009282827E-01  1.462157607E+00 -1.510624766E+00  1.462157607E+00  2.902060561E-02 
       371  9.669225812E-01  4.750732183E-01 -1.510607481E+00  4.750732183E-01  1.913568228E-01 
       372 -3.112935722E-01  1.653819919E+00 -1.509946704E+00  1.653819919E+00  2.973795682E-02 
       373  3.112935722E-01  1.653819919E+00 -1.509946704E+00  1.653819919E+00  2.456664108E-02 
       374 -4.054890871E-01  1.571371198E+00 -1.509926081E+00  1.571371198E+00  2.968962118E-02 
       375 -5.235275030E-01  2.932619452E-01 -1.509726524E+00  2.932619452E-01  1.201411247E+00 
       376  5.235145688E-01  2.932469845E-01 -1.509689212E+00  2.932469845E-01  1.204416752E+00 
       377  9.485633969E-01  6.181008816E-01 -1.509328246E+00  6.181008816E-01  4.209429771E-02 
       378  2.405861169E-01  2.674949169E-01 -1.509310722E+00  2.674949169E-01  1.314918399E+00 
       379 -8.942533731E-01  7.595648766E-01 -1.508656502E+00  7.595648766E-01  2.334851399E-02 
       380 -9.495661259E-01  6.265464425E-01 -1.506701946E+00  6.265464425E-01  3.213677928E-02 
       381  8.849875927E-01  3.819794357E-01 -1.506010413E+00  3.819794357E-01  4.756102562E-01 
       382  2.597928047E-01  1.705088615E+00 -1.505719185E+00  1.705088615E+00  2.504983172E-02 
       383  7.746393085E-01  1.038202167E+00 -1.505620241E+00  1.038202167E+00  3.037721477E-02 
       384  3.841247857E-01  1.608769774E+00 -1.505391598E+00  1.608769774E+00  2.395854145E-02 
       385 -8.465449214E-01  3.603070080E-01 -1.504402041E+00  3.603070080E-01  6.788646579E-01 
       386 -2.716100216E-01  1.703435540E+00 -1.504085302E+00  1.703435540E+00  2.842911705E-02 
       387 -7.948522568E-01  3.401595354E-01 -1.504031301E+00  3.401595354E-01  8.688067794E-01 
       388  8.758941889E-01  8.231232166E-01 -1.503922105E+00  8.231232166E-01  2.891665138E-02 
       389  9.891161323E-01  5.299999714E-01 -1.503878117E+00  5.299999714E-01  1.104553565E-01 
       390 -2.378527522E-01  2.652846873E-01 -1.503533363E+00  2.652846873E-01  1.210288405E+00 
       391 -6.927012205E-01  3.152177036E-01 -1.502585173E+00  3.152177036E-01  1.096650243E+00 
       392  6.927012205E-01  3.152177036E-01 -1.502585173E+00  3.152177036E-01  1.002834201E+00 
       393  6.050686836E-01  1.349226356E+00 -1.502480626E+00  1.349226356E+00  2.589173056E-02 
       394  4.589493573E-01  1.544507623E+00 -1.501846433E+00  1.544507623E+00  2.357895486E-02 
       395 -9.837574959E-01  5.604798794E-01 -1.500281930E+00  5.604798794E-01  4.873222485E-02 
       396  2.071648091E-01  1.757296801E+00 -1.499559641E+00  1.757296801E+00  2.557681315E-02 
       397 -3.800675571E-01  1.634723783E+00 -1.499351263E+00  1.634723783E+00  2.966661751E-02 
       398  3.068039715E-01  2.679750919E-01 -1.498611450E+00  2.679750919E-01  1.329335570E+00 
       399 -2.211745530E-01  1.756077766E+00 -1.497893929E+00  1.756077766E+00  2.743492648E-02 
       400 -9.057034850E-01  3.861753345E-01 -1.497629404E+00  3.861753345E-01  4.904383123E-01 
       401 -8.367433548E-01  9.387055635E-01 -1.497487068E+00  9.387055635E-01  2.100231126E-02 
       402  7.186536789E-01  1.179258704E+00 -1.497107983E+00  1.179258704E+00  2.982379682E-02 
       403  7.976500690E-02  1.810758591E+00 -1.496986151E+00  1.810758591E+00  2.544205636E-02 
       404  6.813651323E-01  1.247708678E+00 -1.496599913E+00  1.247708678E+00  2.863597125E-02 
       405 -8.908367157E-01  8.180761337E-01 -1.496367216E+00  8.180761337E-01  2.254375629E-02 
       406 -1.001796484E+00  5.299999714E-01 -1.495461106E+00  5.299999714E-01  7.542780042E-02 
       407 -8.187528700E-02  1.817223787E+00 -1.495079875E+00  1.817223787E+00  2.569785155E-02 
       408 -5.813180208E-01  1.412183046E+00 -1.495067835E+00  1.412183046E+00  2.718675137E-02 
       409  8.385092020E-01  3.497810960E-01 -1.494918108E+00  3.497810960E-01  7.069393396E-01 
       410 -4.058163147E-03  1.829010844E+00 -1.494044662E+00  1.829010844E+00  2.511034347E-02 
       411  9.428223372E-01  6.990757585E-01 -1.493593097E+00  6.990757585E-01  3.157665581E-02 
       412 -6.368438005E-01  1.333966374E+00 -1.493368506E+00  1.333966374E+00  2.493949793E-02 
       413 -3.598622382E-01  2.698115706E-01 -1.491980195E+00  2.698115706E-01  1.219155550E+00 
       414  6.574875712E-01  1.307273030E+00 -1.491527915E+00  1.307273030E+00  2.778811380E-02 
       415  3.698785901E-01  2.705000639E-01 -1.491482496E+00  2.705000639E-01  1.316163301E+00 
       416 -7.589858174E-01  1.124994874E+00 -1.491303205E+00  1.124994874E+00  2.154330164E-02 
       417 -9.436247945E-01  7.066970468E-01 -1.491237879E+00  7.066970468E-01  2.653550915E-02 
       418 -3.631275892E-01  1.682588100E+00 -1.490417123E+00  1.682588100E+00  2.899846621E-02 
       419  3.631275892E-01  1.682588100E+00 -1.490417123E+00  1.682588100E+00  2.410697192E-02 
       420  9.983012676E-01  5.621756315E-01 -1.490243554E+00  5.621756315E-01  7.127985358E-02 
       421  1.572514623E-01  1.816132426E+00 -1.489343762E+00  1.816132426E+00  2.573221177E-02 
       422  5.401889682E-01  1.490868211E+00 -1.489262462E+00  1.490868211E+00  2.421579510E-02 
       423 -6.854979396E-01  1.268764615E+00 -1.489141583E+00  1.268764615E+00  2.317100950E-02 
       424 -5.826433897E-01  2.935203612E-01 -1.488642335E+00  2.935203612E-01  1.224529386E+00 
       425  8.541146517E-01  9.349423647E-01 -1.488601089E+00  9.349423647E-01  2.926270850E-02 
       426 -3.298017979E-01  1.717887521E+00 -1.488410115E+00  1.717887521E+00  2.800116502E-02 
       427  3.298087418E-01  1.717887521E+00 -1.488408566E+00  1.717887521E+00  2.460169420E-02 
       428  4.237648249E-01  2.744376063E-01 -1.488303065E+00  2.744376063E-01  1.293669701E+00 
       429  5.825010538E-01  2.933720350E-01 -1.488278747E+00  2.933720350E-01  1.185520887E+00 
       430 -1.625682116E-01  1.820507407E+00 -1.487553239E+00  1.820507407E+00  2.616480179E-02 
       431  2.876899838E-01  1.758620143E+00 -1.485845566E+00  1.758620143E+00  2.540409192E-02 
       432 -4.239666164E-01  2.735041380E-01 -1.485592484E+00  2.735041380E-01  1.222027183E+00 
       433  8.828812242E-01  8.815904856E-01 -1.485265970E+00  8.815904856E-01  2.828237414E-02 
       434 -4.979178011E-01  1.559736133E+00 -1.485213280E+00  1.559736133E+00  2.920377813E-02 
       435  8.324502707E-01  9.978836775E-01 -1.484850168E+00  9.978836775E-01  2.993499488E-02 
       436 -2.884640992E-01  1.764571190E+00 -1.484038472E+00  1.764571190E+00  2.710737288E-02 
       437  4.559727758E-02  1.866553068E+00 -1.482872725E+00  1.866553068E+00  2.502537705E-02 
       438 -4.779021069E-02  1.870321274E+00 -1.481746316E+00  1.870321274E+00  2.469873056E-02 
       439  4.167396724E-01  1.663111210E+00 -1.481736183E+00  1.663111210E+00  2.403365821E-02 
       440  7.786108255E-01  1.123767495E+00 -1.481472850E+00  1.123767495E+00  3.054204024E-02 
       441  9.820491076E-01  4.295451939E-01 -1.481385469E+00  4.295451939E-01  3.156387806E-01 
       442 -8.864525557E-01  8.930758834E-01 -1.480237842E+00  8.930758834E-01  2.166360617E-02 
       443  1.112566218E-01  1.867148042E+00 -1.479228735E+00  1.867148042E+00  2.554830909E-02 
       444  2.316153646E-01  1.817921042E+00 -1.479102254E+00  1.817921042E+00  2.620760165E-02 
       445 -4.602587819E-01  1.626605034E+00 -1.478958845E+00  1.626605034E+00  2.916394360E-02 
       446  4.668220282E-01  1.622657061E+00 -1.477994561E+00  1.622657061E+00  2.403661981E-02 
       447 -2.405959517E-01  1.818811893E+00 -1.477417827E+00  1.818811893E+00  2.624682523E-02 
       448  1.020624399E+00  4.815745950E-01 -1.476645589E+00  4.815745950E-01  1.905813515E-01 
       449 -1.018904805E+00  4.750473499E-01 -1.476036906E+00  4.750473499E-01  1.781614125E-01 
       450  9.367595911E-01  7.865971923E-01 -1.475937724E+00  7.865971923E-01  2.744317241E-02 
       451 -9.829691052E-01  4.209408760E-01 -1.475543976E+00  4.209408760E-01  3.407011926E-01 
       452 -4.260506332E-01  1.677479863E+00 -1.475088716E+00  1.677479863E+00  2.908608690E-02 
       453  9.376039505E-01  3.824408948E-01 -1.474282026E+00  3.824408948E-01  4.812746644E-01 
       454 -7.511584163E-01  3.152177036E-01 -1.474231362E+00  3.152177036E-01  1.098246336E+00 
       455  7.511584163E-01  3.152177036E-01 -1.474231362E+00  3.152177036E-01  9.993005991E-01 
       456 -5.147004174E-15  1.900000095E+00 -1.474160671E+00  1.900000095E+00  2.438425831E-02 
       457 -5.700356364E-01  1.506279469E+00 -1.473866224E+00  1.506279469E+00  2.891942486E-02 
       458 -9.950006008E-01  6.399210095E-01 -1.473855615E+00  6.399210095E-01  3.109106235E-02 
       459  6.192618012E-01  1.434680581E+00 -1.473628998E+00  1.434680581E+00  2.644178085E-02 
       460  9.987819791E-01  6.331645846E-01 -1.472935438E+00  6.331645846E-01  3.864940628E-02 
       461 -9.454019070E-01  7.832978368E-01 -1.471241117E+00  7.832978368E-01  2.452277020E-02 
       462 -1.196390614E-01  1.894588590E+00 -1.470830798E+00  1.894588590E+00  2.468544617E-02 
       463  3.317943588E-02  2.470519990E-01 -1.470147014E+00  2.470519990E-01  1.291974306E+00 
