cellnumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
       268 -4.981974661E-01  3.968496084E+00  4.415178597E-01  3.972878933E+00  2.413296051E+02 
       269 -1.130041480E+00  1.128334165E+00  1.288051844E+00  1.132137299E+00  3.712349854E+02 
       270 -7.505350113E-01  2.833655596E+00  9.196723104E-01  2.838318110E+00  2.670432129E+02 
       271 -1.264333367E+00  1.783185005E+00  1.162622809E+00  1.781629920E+00  3.379619751E+02 
       272 -8.946657181E-01  2.308587313E+00  1.042902470E+00  2.311102390E+00  3.550693970E+02 
       273 -1.464352965E+00  2.361580372E+00  5.845236182E-01  2.370739698E+00  2.372276154E+02 
       274 -8.201038837E-01  2.645018578E+00  9.588074684E-01  2.648726463E+00  2.906869812E+02 
       275 -1.092980504E+00  2.072949171E+00  1.088706136E+00  2.076617479E+00  3.250187073E+02 
       276 -9.182201028E-01  2.726288795E+00  9.178202748E-01  2.728009939E+00  2.664705200E+02 
       277 -1.296657443E+00  2.755635500E+00  5.173384547E-01  2.755667686E+00  2.555614777E+02 
       278 -1.381489158E+00  1.841595769E+00  1.135011435E+00  1.850450039E+00  1.729085236E+02 
       279 -8.991852403E-01  2.578840494E+00  9.637029767E-01  2.590725660E+00  2.893410339E+02 
       280 -1.314284325E+00  1.830962658E+00  1.150917530E+00  1.829167247E+00  2.668786316E+02 
       281 -8.744914532E-01  3.582219839E+00  3.401211798E-01  3.590725899E+00  2.077963715E+02 
       282 -1.438277721E+00  2.426701546E+00  5.793921351E-01  2.429520369E+00  2.399452057E+02 
       283 -1.296304822E+00  1.760940909E+00  1.169166207E+00  1.764946699E+00  3.078853455E+02 
       284 -1.303342342E+00  1.893400550E+00  1.134436965E+00  1.899291396E+00  2.716653442E+02 
       285 -5.852596760E-01  3.726462364E+00  5.873442292E-01  3.730774641E+00  2.565145874E+02 
       286 -7.068325877E-01  3.146643877E+00  8.174311519E-01  3.151637316E+00  2.360631104E+02 
       287 -5.604228973E-01  3.777471304E+00  5.678231716E-01  3.783265114E+00  2.570911865E+02 
       288 -1.272853851E+00  1.818776488E+00  1.154358506E+00  1.827333689E+00  3.083053589E+02 
       289 -9.779389501E-01  1.909025550E+00  1.134788871E+00  1.913252473E+00  4.619752502E+02 
       290 -1.092820764E+00  1.996419907E+00  1.107017159E+00  2.001272202E+00  3.731410522E+02 
       291 -1.708072305E+00  1.485050559E+00  5.020383596E-01  1.488199234E+00  3.461625977E+02 
       292 -9.648070335E-01  1.689182758E+00  1.198819757E+00  1.694006205E+00  4.988897705E+02 
       293 -8.105352521E-01  2.705298185E+00  9.418585300E-01  2.709332705E+00  2.837695312E+02 
       294 -1.308663249E+00  1.930932641E+00  1.123438954E+00  1.927440643E+00  2.668510742E+02 
       295 -8.762670159E-01  2.613386869E+00  9.565017223E-01  2.616635323E+00  2.916596375E+02 
       296 -1.373864770E+00  1.697215557E+00  1.183666110E+00  1.695744276E+00  1.991751404E+02 
       297 -1.547524810E+00  2.156897306E+00  6.236009002E-01  2.160915613E+00  2.359619751E+02 
       298 -6.423081160E-01  3.341319084E+00  7.674428821E-01  3.347021580E+00  2.196786194E+02 
       299 -8.831370473E-01  2.276707649E+00  1.055316329E+00  2.281873703E+00  3.492325745E+02 
       300 -7.149984837E-01  3.010936737E+00  8.684630394E-01  3.013928413E+00  2.523856049E+02 
       301 -5.889668465E-01  3.557360411E+00  6.920711994E-01  3.557987452E+00  2.215817871E+02 
       302 -8.825549483E-01  3.149943590E+00  7.700870633E-01  3.152560711E+00  2.353255310E+02 
       303 -7.608521581E-01  3.765803099E+00  2.966660559E-01  3.773475170E+00  2.156229095E+02 
       304 -9.660892487E-01  2.774057150E+00  8.986039162E-01  2.772795916E+00  2.469972534E+02 
       305 -7.642209530E-01  2.768961191E+00  9.374330044E-01  2.777673244E+00  2.737756042E+02 
       306 -1.491214156E+00  2.294605970E+00  5.937511921E-01  2.302505255E+00  2.456699219E+02 
       307 -1.142833829E+00  3.082775116E+00  4.500895739E-01  3.084507942E+00  2.182567902E+02 
       308 -9.539812207E-01  1.888822913E+00  1.145725131E+00  1.898100495E+00  4.418057556E+02 
       309 -1.085743785E+00  2.110961676E+00  1.079478264E+00  2.118248940E+00  3.285759277E+02 
       310 -1.012695193E+00  1.889246583E+00  1.134069324E+00  1.892756581E+00  4.382070618E+02 
       311 -7.584877014E-01  3.355077982E+00  7.127155662E-01  3.356906891E+00  2.375172272E+02 
       312 -1.045227170E+00  1.904702663E+00  1.128021717E+00  1.904348493E+00  4.296664429E+02 
       313 -1.177979112E+00  2.000267982E+00  1.108443618E+00  2.005629539E+00  3.200578003E+02 
       314 -7.953956723E-01  3.340035439E+00  7.076039910E-01  3.345624924E+00  2.501268921E+02 
       315 -9.489409328E-01  1.810461044E+00  1.171229243E+00  1.808936596E+00  4.750085449E+02 
       316 -1.411896110E+00  2.489582777E+00  5.665128827E-01  2.498555422E+00  2.352357330E+02 
       317 -8.926269412E-01  2.080068827E+00  1.113551021E+00  2.081505775E+00  4.154021606E+02 
       318 -9.722046852E-01  1.632226825E+00  1.211453319E+00  1.637664914E+00  4.615890808E+02 
       319 -9.886698723E-01  1.507455707E+00  1.238453031E+00  1.510098934E+00  4.159236450E+02 
       320 -1.119059086E+00  1.221683860E+00  1.271054864E+00  1.222642660E+00  4.122722778E+02 
       321 -9.452684522E-01  1.720467925E+00  1.199959278E+00  1.728141904E+00  4.789996948E+02 
       322 -1.127990842E+00  7.560771108E-01  1.362842679E+00  7.566379309E-01  4.137960815E+02 
       323 -4.965472221E-01  3.830787420E+00  5.769999027E-01  3.839846849E+00  2.383910980E+02 
       324 -1.109755039E+00  1.154972911E+00  1.285298944E+00  1.152116299E+00  3.827691040E+02 
       325 -1.049269319E+00  1.381528497E+00  1.248134732E+00  1.384724975E+00  3.956446838E+02 
       326 -9.349177480E-01  1.785285354E+00  1.185825825E+00  1.790054798E+00  4.733855591E+02 
       327 -1.041745067E+00  1.940554500E+00  1.119822621E+00  1.949844241E+00  4.005499878E+02 
       328 -8.890239596E-01  2.649025202E+00  9.441771507E-01  2.643364191E+00  2.881692810E+02 
       329 -1.352794051E+00  1.748902321E+00  1.170921445E+00  1.750567675E+00  1.817771149E+02 
       330 -5.789666772E-01  3.522134066E+00  7.181796432E-01  3.531567812E+00  2.099974670E+02 
       331 -1.107391238E+00  1.293761969E+00  1.256979704E+00  1.296240449E+00  4.189459839E+02 
       332 -1.373535514E+00  1.811476111E+00  1.148174167E+00  1.808603644E+00  1.754837646E+02 
       333 -9.259518981E-01  2.655404091E+00  9.386198521E-01  2.653969049E+00  2.776469727E+02 
       334 -1.145069838E+00  8.774221539E-01  1.335367203E+00  8.810353279E-01  4.129130249E+02 
       335 -1.076716781E+00  1.848636270E+00  1.139799714E+00  1.850096464E+00  4.337478333E+02 
       336 -8.432790637E-01  2.392460108E+00  1.034891486E+00  2.387905836E+00  3.495985718E+02 
       337 -9.336298108E-01  2.762050867E+00  9.055132866E-01  2.774957418E+00  2.501598969E+02 
       338 -5.983402729E-01  3.439331770E+00  7.480428219E-01  3.444527864E+00  2.178382111E+02 
       339 -6.949713230E-01  3.194473267E+00  8.032067418E-01  3.199720383E+00  2.342564697E+02 
       340 -9.437788129E-01  3.461490631E+00  3.658854067E-01  3.470103979E+00  1.927365570E+02 
       341 -4.635653496E-01  3.869958162E+00  5.710013509E-01  3.879378796E+00  2.250266876E+02 
       342 -7.032701373E-01  2.983366013E+00  8.859227300E-01  2.993250608E+00  2.546753082E+02 
       343 -8.325757384E-01  2.675837517E+00  9.455658793E-01  2.680243015E+00  2.840521851E+02 
       344 -1.076876640E+00  1.886518955E+00  1.131351352E+00  1.890710711E+00  4.130544128E+02 
       345 -1.339795232E+00  1.805179596E+00  1.156214833E+00  1.809829950E+00  2.202946930E+02 
       346 -1.698107123E+00  1.770086646E+00  6.829295158E-01  1.774875283E+00  1.674090576E+02 
       347 -7.772051692E-01  2.705000162E+00  9.548873901E-01  2.709109306E+00  2.824151306E+02 
       348 -8.665788770E-01  2.679578066E+00  9.378547072E-01  2.683048487E+00  2.788218384E+02 
       349 -1.380336285E+00  2.564316750E+00  5.539947748E-01  2.568477631E+00  2.442532196E+02 
       350 -6.627145410E-01  3.247912645E+00  7.975704074E-01  3.251883984E+00  2.440066071E+02 
       351 -9.630501866E-01  1.599523425E+00  1.226125598E+00  1.594895005E+00  4.514097900E+02 
       352 -1.712561488E+00  1.313421130E+00  4.537827969E-01  1.319210768E+00  3.705234070E+02 
       353 -8.368775845E-01  2.448175669E+00  1.019465446E+00  2.452606440E+00  3.256468811E+02 
       354 -1.742745399E+00  8.493952155E-01  3.598551750E-01  8.448230028E-01  3.954513550E+02 
       355 -9.044397473E-01  2.019679070E+00  1.127177835E+00  2.016634464E+00  4.245510864E+02 
       356 -8.825094104E-01  2.143795729E+00  1.098013520E+00  2.147164822E+00  3.856453552E+02 
       357 -1.004865170E+00  1.447309613E+00  1.248311043E+00  1.451964378E+00  3.291047668E+02 
       358 -8.821462989E-01  2.714648247E+00  9.251275063E-01  2.719279528E+00  2.721915283E+02 
       359 -1.112376094E+00  1.092157722E+00  1.298467994E+00  1.092921734E+00  3.701543579E+02 
       360 -4.846558571E-01  3.946477175E+00  4.809865952E-01  3.956429482E+00  2.464695587E+02 
       361 -1.330336213E+00  1.770749211E+00  1.166199327E+00  1.766952872E+00  2.349517517E+02 
       362 -5.756846070E-01  3.624950171E+00  6.618345380E-01  3.632348061E+00  2.305709686E+02 
       363 -1.655236363E+00  1.881903648E+00  6.680197716E-01  1.886384010E+00  1.440773773E+02 
       364 -1.396359801E+00  1.725152612E+00  1.171885371E+00  1.724185824E+00  1.533472290E+02 
       365 -1.678186774E+00  1.822426200E+00  6.769070625E-01  1.826860070E+00  1.432436066E+02 
       366 -1.204706550E+00  2.955691576E+00  4.786933959E-01  2.960220337E+00  2.303177643E+02 
       367 -1.353497148E+00  2.625211716E+00  5.385172963E-01  2.626672506E+00  2.319449921E+02 
       368 -1.385174632E+00  1.754370809E+00  1.164730430E+00  1.754669070E+00  1.570555725E+02 
       369 -9.613693357E-01  1.856567383E+00  1.152291894E+00  1.858548999E+00  4.548647461E+02 
       370 -1.080907226E+00  1.088179827E+00  1.306239605E+00  1.089938283E+00  3.802663269E+02 
       371 -1.083456993E+00  1.958408237E+00  1.115468264E+00  1.972763300E+00  3.938455200E+02 
       372 -4.333055019E-01  3.943443537E+00  5.296940207E-01  3.954078674E+00  2.227063751E+02 
       373 -8.248331547E-01  2.474633932E+00  1.015122533E+00  2.472450018E+00  3.098278809E+02 
       374 -8.084606528E-01  2.523796558E+00  1.004684091E+00  2.524689674E+00  3.173414307E+02 
       375 -5.663296580E-01  3.661954165E+00  6.450402737E-01  3.671444178E+00  2.385050964E+02 
       376 -1.009285331E+00  3.343068123E+00  3.958595693E-01  3.343422413E+00  2.109713440E+02 
       377 -9.773864746E-01  3.402302504E+00  3.861089051E-01  3.401659012E+00  2.135924072E+02 
       378 -1.068898082E+00  1.119873881E+00  1.303223491E+00  1.113708735E+00  3.975564575E+02 
       379 -1.119408607E+00  7.918221354E-01  1.358365059E+00  7.974473238E-01  4.040346985E+02 
       380 -1.086915731E+00  9.120817184E-01  1.345862269E+00  9.138846993E-01  4.000735168E+02 
       381 -1.396457076E+00  1.782514215E+00  1.151967645E+00  1.786882162E+00  1.493218994E+02 
       382 -1.123771548E+00  8.493511081E-01  1.345477462E+00  8.463127613E-01  4.013850098E+02 
       383 -7.989451289E-01  2.582806110E+00  9.884659648E-01  2.585952759E+00  3.049055176E+02 
       384 -9.193651676E-01  1.957227707E+00  1.139972687E+00  1.959566593E+00  4.459950256E+02 
       385 -4.435428679E-01  3.967980146E+00  4.963824749E-01  3.972481251E+00  2.350765686E+02 
       386 -6.790844798E-01  3.147135973E+00  8.308619857E-01  3.152006388E+00  2.396130981E+02 
       387 -7.278919220E-01  2.863788605E+00  9.199945927E-01  2.868258715E+00  2.718890686E+02 
       388 -8.213822842E-01  2.421639442E+00  1.035939455E+00  2.423850775E+00  3.368490906E+02 
       389 -1.016754150E+00  1.381291270E+00  1.260663152E+00  1.384546995E+00  3.795854187E+02 
       390 -6.172891259E-01  3.367211103E+00  7.708440423E-01  3.377823353E+00  2.217247620E+02 
       391 -8.699312806E-01  2.207628012E+00  1.083104610E+00  2.216208458E+00  3.680046997E+02 
       392 -9.717031121E-01  1.534425616E+00  1.240171909E+00  1.537478328E+00  4.023322144E+02 
       393 -7.887641788E-01  2.643596888E+00  9.716688991E-01  2.647660017E+00  2.953012085E+02 
       394 -1.231822014E+00  2.898823023E+00  4.933713973E-01  2.903464556E+00  2.624251404E+02 
       395 -8.582355976E-01  2.270829439E+00  1.067775249E+00  2.277464867E+00  3.583942566E+02 
       396 -7.127428055E-01  2.924127579E+00  9.040531516E-01  2.925829887E+00  2.626927185E+02 
       397 -6.665607095E-01  3.198602438E+00  8.159062862E-01  3.202817202E+00  2.333399048E+02 
       398 -1.138543129E+00  8.173022270E-01  1.348124504E+00  8.165574670E-01  4.167615967E+02 
       399 -1.063544393E+00  1.343483567E+00  1.253626823E+00  1.345613241E+00  4.868426208E+02 
       400 -1.712533116E+00  1.560024261E+00  5.347585678E-01  1.566383362E+00  2.694230042E+02 
       401 -1.266537070E+00  2.821237564E+00  5.020358562E-01  2.835895777E+00  2.435010376E+02 
       402 -7.056019306E-01  3.070373774E+00  8.497039676E-01  3.075103760E+00  2.477368469E+02 
       403 -7.547132373E-01  2.736396790E+00  9.548736215E-01  2.741796255E+00  2.847333069E+02 
       404 -8.492060304E-01  2.332998037E+00  1.051529050E+00  2.343309164E+00  3.573106689E+02 
       405 -1.042663693E+00  3.280931711E+00  4.117673934E-01  3.279596806E+00  2.117517395E+02 
       406 -1.081835747E+00  9.702589512E-01  1.334908366E+00  9.774221778E-01  3.795587158E+02 
       407 -6.588431001E-01  3.173697233E+00  8.314566612E-01  3.178118229E+00  2.447550964E+02 
       408 -9.265422821E-01  1.891614437E+00  1.156366229E+00  1.901574016E+00  4.791989441E+02 
       409 -9.978238940E-01  1.410075665E+00  1.262965083E+00  1.413684726E+00  3.700814514E+02 
       410 -1.080080509E+00  1.150490403E+00  1.292698860E+00  1.148754478E+00  3.875942688E+02 
       411 -7.419391274E-01  2.800848007E+00  9.370825887E-01  2.813712358E+00  2.711799316E+02 
       412 -6.956840158E-01  3.099408150E+00  8.425493836E-01  3.096879482E+00  2.400291290E+02 
       413 -1.174355865E+00  3.018691063E+00  4.646412432E-01  3.023714542E+00  2.297102509E+02 
       414 -6.336509585E-01  3.304074049E+00  7.897834778E-01  3.306742668E+00  2.304444733E+02 
       415 -1.729900718E+00  1.019388199E+00  4.026137888E-01  1.026521444E+00  3.808036499E+02 
       416 -1.033758283E+00  1.184792161E+00  1.302614689E+00  1.187512159E+00  3.859088745E+02 
       417 -8.844015598E-01  2.045220137E+00  1.129420638E+00  2.055369377E+00  4.227309570E+02 
       418 -1.076095223E+00  3.216613054E+00  4.252712727E-01  3.222587585E+00  2.295267792E+02 
       419 -8.750576377E-01  2.108727455E+00  1.113808274E+00  2.111054659E+00  4.182089539E+02 
       420 -1.088949680E+00  8.516886234E-01  1.358160973E+00  8.480659127E-01  4.146582947E+02 
       421 -5.436405540E-01  3.730302572E+00  6.158730984E-01  3.736261129E+00  2.300888977E+02 
       422 -5.285047889E-01  3.763992310E+00  6.029070020E-01  3.761528254E+00  2.316310425E+02 
       423 -1.060283542E+00  1.187073588E+00  1.290600061E+00  1.189223289E+00  3.922142639E+02 
       424 -1.618527293E+00  1.981920838E+00  6.273664832E-01  1.985796452E+00  2.160244446E+02 
       425 -9.375445843E-01  1.838101029E+00  1.167643309E+00  1.844699383E+00  4.407425537E+02 
       426 -1.740981698E+00  8.865240216E-01  3.713759482E-01  8.866099715E-01  5.077496033E+02 
       427 -1.590962887E+00  2.053175926E+00  6.186296940E-01  2.052998304E+00  2.369431915E+02 
       428 -9.085607529E-01  3.524070740E+00  3.567718267E-01  3.536453009E+00  2.080038300E+02 
       429 -1.016955495E+00  1.216473460E+00  1.303780794E+00  1.217238307E+00  3.671768188E+02 
       430 -1.075460076E+00  1.008724332E+00  1.328474402E+00  1.006271243E+00  3.758388977E+02 
       431 -9.800065160E-01  1.472303391E+00  1.253338933E+00  1.470709801E+00  3.820261230E+02 
       432 -1.101791263E+00  7.358868718E-01  1.378363252E+00  7.414952517E-01  4.004660034E+02 
       433 -1.748598456E+00  7.670558095E-01  3.296986520E-01  7.674947381E-01  4.432808228E+02 
       434 -1.001668215E+00  1.342009544E+00  1.278427124E+00  1.346684813E+00  4.445986328E+02 
       435 -1.114376664E+00  6.709198356E-01  1.387099266E+00  6.751661301E-01  4.450602417E+02 
       436 -8.011413217E-01  2.490158796E+00  1.020914674E+00  2.490770102E+00  3.253468933E+02 
       437 -7.679058909E-01  2.674118280E+00  9.714561105E-01  2.670551062E+00  2.969229126E+02 
       438 -1.069592118E+00  8.845822811E-01  1.360858917E+00  8.932600617E-01  3.861755066E+02 
       439 -7.166332603E-01  3.845875740E+00  2.433397770E-01  3.850770473E+00  1.875994263E+02 
       440 -7.907636166E-01  2.550414801E+00  1.004773974E+00  2.554376125E+00  3.131475830E+02 
       441 -1.740103126E+00  9.471268058E-01  3.940904438E-01  9.470100403E-01  4.733184814E+02 
       442 -9.104752541E-01  1.919139028E+00  1.156744123E+00  1.922217369E+00  4.642859192E+02 
       443 -8.299305439E-01  2.361414194E+00  1.052002072E+00  2.364621162E+00  3.511178894E+02 
       444 -1.522771478E+00  2.219060659E+00  6.138282418E-01  2.223211765E+00  2.389232788E+02 
       445 -9.518847466E-01  1.660169125E+00  1.213917732E+00  1.658621550E+00  4.632716980E+02 
       446 -8.981714845E-01  1.984779716E+00  1.142162919E+00  1.990460038E+00  4.400000610E+02 
       447 -8.508726954E-01  2.235974312E+00  1.083772779E+00  2.239263773E+00  3.746502380E+02 
       448 -8.628299832E-01  2.172433615E+00  1.098955989E+00  2.176251888E+00  3.893609314E+02 
       449 -1.090460896E+00  7.932960987E-01  1.370304227E+00  8.042714596E-01  4.220650330E+02 
       450 -1.722474575E+00  1.196925998E+00  4.319813251E-01  1.203621745E+00  3.482309875E+02 
       451 -1.058296204E+00  1.064281940E+00  1.322014689E+00  1.072014928E+00  3.481470337E+02 
       452 -1.043284297E+00  1.117520690E+00  1.315085292E+00  1.111943960E+00  3.990505066E+02 
       453 -7.791020274E-01  2.612152576E+00  9.883750081E-01  2.615710497E+00  3.019779968E+02 
       454 -1.100176930E+00  6.312367916E-01  1.403225780E+00  6.284965277E-01  4.461502686E+02 
       455 -9.163439870E-01  1.855464935E+00  1.172886014E+00  1.857722163E+00  4.561786804E+02 
       456 -1.719927788E+00  1.250120044E+00  4.447015524E-01  1.257574320E+00  3.409191589E+02 
       457 -8.393747211E-01  2.298977852E+00  1.068301082E+00  2.302572250E+00  3.648056030E+02 
       458 -1.064189911E+00  9.463563561E-01  1.349306107E+00  9.395906329E-01  3.953543396E+02 
       459 -6.395793557E-01  3.948617697E+00  2.340290546E-01  3.958552599E+00  1.886094208E+02 
       460 -1.094348073E+00  6.987116933E-01  1.391550183E+00  6.960100532E-01  4.271662903E+02 
       461 -1.027941346E+00  1.145855904E+00  1.316575408E+00  1.150616765E+00  3.779423218E+02 
       462 -5.586564541E-01  3.599129915E+00  6.889143586E-01  3.602761269E+00  2.123644104E+02 
       463 -6.715678573E-01  3.116829634E+00  8.482305408E-01  3.121929646E+00  2.500263977E+02 
